x0,x1,x2,x3,x4,x5,y
0.728670131,0.08531195,0.793061043,0.640333539,0.285758197,0.622191048,-3.194389568
0.544582413,0.006456035,0.284709565,0.708724111,0.357558382,0.053629854,-3.543578875
0.578670489,0.661238401,0.361637562,0.690970258,0.036674861,0.224282255,-3.017615068
0.981963961,0.156178416,0.034968786,0.145254088,0.044698132,0.358582025,-0.701878741
0.483140794,0.866095538,0.912370539,0.075557593,0.317772931,0.625355888,0.372333516
0.359359365,0.573705703,0.54454377,0.84937865,0.127909747,0.944644592,-3.917755017
0.29141948,0.615435996,0.716187444,0.218792797,0.967740695,0.487391388,-0.715202522
0.434626411,0.513770001,0.735402449,0.992778496,0.274060183,0.686163309,-4.699932867
0.05057762,0.638087599,0.964187511,0.458198651,0.995920953,0.306147133,-1.883837472
0.324634571,0.60834422,0.711778575,0.985670538,0.883541309,0.054087041,-4.55827
0.369395381,0.276467523,0.756814043,0.250997894,0.125757493,0.388145877,-1.178555179
0.597220689,0.719107409,0.646175416,0.143392925,0.896531644,0.209447444,-0.199849161
0.528949328,0.000912301,0.852760784,0.618198997,0.146383345,0.88181339,-3.090994154
0.93845803,0.710093861,0.247341341,0.100431522,0.192804039,0.829612486,0.002075681
0.424296886,0.133386024,0.972090461,0.443720839,0.983093925,0.231405799,-2.200812363
0.325142527,0.912022245,0.750548728,0.406504884,0.65031867,0.075507655,-1.200739845
0.073548358,0.944027354,0.556749939,0.606760461,0.21672119,0.664050691,-2.142614658
0.322224342,0.027746873,0.917827892,0.8591122,0.233037847,0.191887359,-4.294791113
0.676774055,0.152406878,0.889500721,0.909112832,0.692850137,0.887295584,-4.522336304
0.764285515,0.157409544,0.033879487,0.671564043,0.414523354,0.011029098,-3.333042451
0.86636373,0.225294729,0.585516437,0.49822151,0.227602813,0.474548076,-2.440349834
0.108458024,0.574509598,0.613506246,0.412552691,0.119101307,0.650732924,-1.732702179
0.061233693,0.427955888,0.780229985,0.519256348,0.341851792,0.700781206,-2.413135497
0.192363823,0.343489595,0.03144616,0.445108026,0.142326797,0.360704943,-2.107555027
0.299347938,0.032569028,0.228043291,0.514125042,0.662395513,0.003169533,-2.56956447
0.87568243,0.969568579,0.568131055,0.900849413,0.518966293,0.798477012,-3.564183834
0.073498922,0.73885901,0.556138891,0.489743088,0.032422418,0.541960452,-1.902802802
0.29869142,0.051480876,0.928025346,0.258159551,0.90282922,0.535789042,-1.288147473
0.241934463,0.953788869,0.512371767,0.722025213,0.79032334,0.362599647,-2.700412858
0.786348769,0.635837251,0.518648138,0.604686046,0.807431042,0.219281353,-2.61914122
0.775135668,0.6032808,0.096871019,0.60673369,0.808081801,0.598907708,-2.669720725
0.585430883,0.850032412,0.763368223,0.048187169,0.456006625,0.080095777,0.481619255
0.039048711,0.364102383,0.883515711,0.297828877,0.572819774,0.267328762,-1.356573842
0.637296294,0.796189242,0.770950705,0.996188232,0.323911272,0.496874029,-4.34702385
0.88888502,0.422647352,0.162627389,0.289409095,0.261631034,0.54419827,-1.268414689
0.423571187,0.876668581,0.846824443,0.372673263,0.482539416,0.932765633,-1.094818515
0.608304484,0.166198609,0.081965933,0.100526492,0.37470001,0.269964605,-0.47501048
0.87723619,0.128950074,0.470658939,0.523905146,0.482313856,0.036413782,-2.60289761
0.944508357,0.975792695,0.196386051,0.61199888,0.231909036,0.39188761,-2.107823015
0.202085641,0.397303132,0.401446765,0.442264139,0.28859847,0.403057781,-2.053470918
0.451050603,0.069629794,0.32269502,0.954116633,0.941674372,0.009231037,-4.765734859
0.991319023,0.481665207,0.871584217,0.381781199,0.274342244,0.878033953,-1.676904626
0.377436384,0.830645149,0.780339082,0.760791455,0.957260874,0.912045107,-3.113985914
0.239466287,0.572019829,0.50551347,0.74140473,0.432317207,0.714505009,-3.379816964
0.206756026,0.041350185,0.028844691,0.091166285,0.608309541,0.923634238,-0.454121586
0.698589202,0.336756827,0.362136523,0.831707697,0.321945538,0.964361582,-4.045133322
0.67655938,0.458613147,0.610285377,0.461197884,0.705445474,0.398314077,-2.095663404
0.182498851,0.691665383,0.629892112,0.711673772,0.750768514,0.086346838,-3.079967859
0.639474392,0.239207394,0.293680591,0.399160612,0.795688563,0.971600997,-1.938582883
0.198887173,0.401226618,0.126820539,0.036619169,0.621056796,0.574552424,-0.022113046
0.869845017,0.251398981,0.343642217,0.793067098,0.630096399,0.875644581,-3.902134042
0.251097456,0.424254958,0.868491169,0.657222509,0.607927114,0.063332214,-3.106120275
0.544381386,0.965376696,0.178623527,0.739533291,0.870931618,0.874208247,-2.765714287
0.833728882,0.102096122,0.921940929,0.769502465,0.010110633,0.332641501,-3.837088706
0.19034402,0.440709739,0.152520712,0.528093729,0.627080618,0.804895253,-2.446243569
0.548852663,0.548368692,0.175059335,0.575643142,0.291181568,0.983803449,-2.577507488
0.762494099,0.974692748,0.756808623,0.62470101,0.929458039,0.204935315,-2.173479097
0.901678082,0.788437898,0.358789918,0.762353644,0.198719934,0.770746591,-3.190133903
0.35165385,0.169175757,0.808691157,0.679917986,0.671858759,0.880443561,-3.370969492
0.609458015,0.607633397,0.94816387,0.386454108,0.092611648,0.107624347,-1.563052194
0.588390399,0.658801186,0.29827376,0.511956946,0.097684383,0.747105469,-2.125765727
0.695356805,0.883138004,0.750445173,0.855934463,0.356178938,0.990802559,-3.499739582

